# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.stubs.lookupDuration90PMs,1761404623374000000,1761404667832000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1761404623374000000,1761404667832000000,0.0
Indexing.totalTimeIndexersSleptMs,1761404623374000000,1761404667832000000,0
Indexes.entries.lookupDurationAvgMs,1761404623374000000,1761404667832000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexes.stubs.lookupDurationMaxMs,1761404623374000000,1761404667832000000,0.0
Indexing.writesQueuedAvg,1761404623374000000,1761404667832000000,0.0
Indexes.entries.lookupDurationMaxMs,1761404623374000000,1761404667832000000,0.0
Indexes.entries.lookups,1761404623374000000,1761404667832000000,1
Indexing.cache.totalCacheEvicted,1761404623374000000,1761404667832000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1761404623374000000,1761404667832000000,0
Indexes.entries.lookupDuration90PMs,1761404623374000000,1761404667832000000,0.0
Indexes.stubs.lookups,1761404623374000000,1761404667832000000,0
Indexes.allKeys.lookupDuration90PMs,1761404623374000000,1761404667832000000,0.0
Indexing.writesQueuedMax,1761404623374000000,1761404667832000000,0
Indexes.allKeys.lookupDurationAvgMs,1761404623374000000,1761404667832000000,0.0
Indexes.stubs.lookupDurationAvgMs,1761404623374000000,1761404667832000000,0.0
Indexes.allKeys.lookups,1761404623374000000,1761404667832000000,0
Indexing.cache.totalCacheAccesses,1761404623374000000,1761404667832000000,0
Indexing.writesQueuedMin,1761404623374000000,1761404667832000000,0
Indexing.cache.totalCacheMisses,1761404623374000000,1761404667832000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1761404623374000000,1761404667832000000,447346
AWTEventQueue.dispatchTimeTotalNS,1761404623374000000,1761404667832000000,6538085900
NonBlockingReadAction.failedExecutionTimeUs,1761404623374000000,1761404667832000000,0
NonBlockingReadAction.finalizedExecutionsCount,1761404623374000000,1761404667832000000,23
NonBlockingReadAction.failedExecutionsCount,1761404623374000000,1761404667832000000,0
workspaceModel.do.save.caches.ms,1761404623374000000,1761404667832000000,0
jps.global.get.library.by.name.ms,1761404623374000000,1761404667832000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761404623374000000,1761404667832000000,1
jps.app.storage.content.reader.load.component.ms,1761404623374000000,1761404667832000000,2
