# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.load.all.modules.ms,1761445161213000000,1761445221236000000,71
workspaceModel.mutableEntityStorage.modify.entity.ms,1761445161213000000,1761445221236000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1761445161213000000,1761445221236000000,5
jps.artifact.entities.serializer.save.entities.ms,1761445161213000000,1761445221236000000,0
jps.global.get.library.by.name.ms,1761445161213000000,1761445221236000000,0
workspaceModel.load.cache.metadata.from.file.ms,1761445161213000000,1761445221236000000,0
workspaceModel.global.updates.count,1761445161213000000,1761445221236000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1761445161213000000,1761445221236000000,799
workspaceModel.do.save.caches.ms,1761445161213000000,1761445221236000000,325
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1761445161213000000,1761445221236000000,24
jps.facet.change.listener.process.change.events.ms,1761445161213000000,1761445221236000000,1
jps.storage.jps.conf.reader.load.component.ms,1761445161213000000,1761445221236000000,72
workspaceModel.moduleBridge.facet.initialization.ms,1761445161213000000,1761445221236000000,0
jps.load.initial.state.ms,1761445161213000000,1761445221236000000,35
workspaceModel.delayed.project.synchronizer.sync.ms,1761445161213000000,1761445221236000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1761445161213000000,1761445221236000000,0
jps.global.handle.changed.events.ms,1761445161213000000,1761445221236000000,0
jps.load.project.to.empty.storage.ms,1761445161213000000,1761445221236000000,400
jps.apply.loaded.storage.ms,1761445161213000000,1761445221236000000,237
workspaceModel.mutableEntityStorage.resolve.ms,1761445161213000000,1761445221236000000,0
jps.library.entities.serializer.save.entities.ms,1761445161213000000,1761445221236000000,8
workspaceModel.mutableEntityStorage.entities.by.source.ms,1761445161213000000,1761445221236000000,1
jps.reload.project.entities.ms,1761445161213000000,1761445221236000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761445161213000000,1761445221236000000,43
workspaceModel.save.cache.to.file.ms,1761445161213000000,1761445221236000000,294
workspaceModel.moduleManagerBridge.create.module.instance.ms,1761445161213000000,1761445221236000000,5
workspaceModel.orphan.listener.update.ms,1761445161213000000,1761445221236000000,6
workspaceModel.mutableEntityStorage.remove.entity.ms,1761445161213000000,1761445221236000000,0
jps.save.changed.project.entities.ms,1761445161213000000,1761445221236000000,72
jps.global.initialize.library.bridges.after.loading.ms,1761445161213000000,1761445221236000000,3
workspaceModel.moduleBridge.before.changed.ms,1761445161213000000,1761445221236000000,0
workspaceModel.global.updates.ms,1761445161213000000,1761445221236000000,0
workspaceModel.sync.entities.ms,1761445161213000000,1761445221236000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761445161213000000,1761445221236000000,1
workspaceModel.moduleBridge.update.option.ms,1761445161213000000,1761445221236000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1761445161213000000,1761445221236000000,0
jps.global.get.libraries.ms,1761445161213000000,1761445221236000000,3
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1761445161213000000,1761445221236000000,3
jps.facet.change.listener.init.bridge.ms,1761445161213000000,1761445221236000000,0
jps.global.initialize.library.bridges.ms,1761445161213000000,1761445221236000000,1
jps.app.storage.content.reader.load.component.ms,1761445161213000000,1761445221236000000,3
jps.artifact.entities.serializer.load.entities.ms,1761445161213000000,1761445221236000000,8
workspaceModel.global.apply.state.to.project.ms,1761445161213000000,1761445221236000000,0
jps.app.storage.content.writer.save.component.ms,1761445161213000000,1761445221236000000,4
jps.library.entities.serializer.load.entities.ms,1761445161213000000,1761445221236000000,8
jps.global.get.library.ms,1761445161213000000,1761445221236000000,0
jps.global.handle.before.change.events.ms,1761445161213000000,1761445221236000000,0
workspaceModel.mutableEntityStorage.entities.ms,1761445161213000000,1761445221236000000,4
jps.project.serializers.load.ms,1761445161213000000,1761445221236000000,286
jps.project.serializers.save.ms,1761445161213000000,1761445221236000000,72
workspaceModel.mutableEntityStorage.referrers.ms,1761445161213000000,1761445221236000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1761445161213000000,1761445221236000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1761445161213000000,1761445221236000000,64
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761445161213000000,1761445221236000000,12
workspaceModel.load.cache.from.file.ms,1761445161213000000,1761445221236000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1761445161213000000,1761445221236000000,8
jps.facet.change.listener.before.change.events.ms,1761445161213000000,1761445221236000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1761445161213000000,1761445221236000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761445161213000000,1761445221236000000,0
workspaceModel.mutableEntityStorage.instances.count,1761445161213000000,1761445221236000000,34
jps.save.global.entities.ms,1761445161213000000,1761445221236000000,13
JVM.maxHeapBytes,1761445161213000000,1761445221236000000,2147483648
JVM.usedHeapBytes,1761445161213000000,1761445221236000000,399104640
JVM.GC.collections,1761445161213000000,1761445221236000000,28
JVM.newThreadsCount,1761445161213000000,1761445221236000000,360
JVM.usedNativeBytes,1761445161213000000,1761445221236000000,362662328
OS.loadAverage,1761445161213000000,1761445221236000000,-1.0
JVM.maxThreadCount,1761445161213000000,1761445221236000000,325
JVM.totalDirectByteBuffersBytes,1761445161213000000,1761445221236000000,380058364
JVM.GC.collectionTimesMs,1761445161213000000,1761445221236000000,363
JVM.totalCpuTimeMs,1761445161213000000,1761445221236000000,169156
JVM.totalBytesAllocated,1761445161213000000,1761445221236000000,2437783168
JVM.threadCount,1761445161213000000,1761445221236000000,319
VFS.fileByIdCache.hits,1761445161213000000,1761445221236000000,3
VFS.invertedFileNameIndex.requests,1761445161213000000,1761445221236000000,1
FileNameCache.totalMisses,1761445161213000000,1761445221236000000,2240
VFS.fileChildByName,1761445161213000000,1761445221236000000,6230
FileNameCache.queries,1761445161213000000,1761445221236000000,2089920
VFS.fileByIdCache.misses,1761445161213000000,1761445221236000000,5
NonBlockingReadAction.failedExecutionTimeUs,1761445161213000000,1761445221236000000,13171736
FlushQueue.executionTime90PNs,1761445161213000000,1761445221236000000,1409023
NonBlockingReadAction.finalizedExecutionTimeUs,1761445161213000000,1761445221236000000,26807685
ReadAction.executionsCount,1761445161213000000,1761445221236000000,23754
FlushQueue.waitingTime90PNs,1761445161213000000,1761445221236000000,641728511
AWTEventQueue.dispatchTimeMaxNs,1761445161213000000,1761445221236000000,1442840575
FlushQueue.queueSizeMax,1761445161213000000,1761445221236000000,109
FlushQueue.queueSizeAvg,1761445161213000000,1761445221236000000,17.73707467962881
NonBlockingReadAction.finalizedExecutionsCount,1761445161213000000,1761445221236000000,316
AWTEventQueue.dispatchTime90PNs,1761445161213000000,1761445221236000000,4030463
WriteAction.executionsCount,1761445161213000000,1761445221236000000,37
FlushQueue.queueSize90P,1761445161213000000,1761445221236000000,62
FlushQueue.executionTimeAvgNs,1761445161213000000,1761445221236000000,4835774.573574901
NonBlockingReadAction.failedExecutionsCount,1761445161213000000,1761445221236000000,24
AWTEventQueue.eventsDispatched,1761445161213000000,1761445221236000000,9032
FlushQueue.waitingTimeMaxNs,1761445161213000000,1761445221236000000,1862270975
FlushQueue.waitingTimeAvgNs,1761445161213000000,1761445221236000000,2.0398963268228015E8
AWTEventQueue.dispatchTimeTotalNS,1761445161213000000,1761445221236000000,27154852600
AWTEventQueue.dispatchTimeAvgNs,1761445161213000000,1761445221236000000,3006291.817537644
FlushQueue.executionTimeMaxNs,1761445161213000000,1761445221236000000,1560281087
FlushQueue.tasksExecuted,1761445161213000000,1761445221236000000,2263
workspaceModel.workspaceFileIndexData.processFileSets.ms,1761445161213000000,1761445221236000000,0
workspaceModel.collect.changes.ms,1761445161213000000,1761445221236000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1761445161213000000,1761445221236000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1761445161213000000,1761445221236000000,0
workspaceModel.workspaceFileIndexData.instances.count,1761445161213000000,1761445221236000000,1
workspaceModel.updates.ms,1761445161213000000,1761445221236000000,37
workspaceModel.to.snapshot.ms,1761445161213000000,1761445221236000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1761445161213000000,1761445221236000000,274
workspaceModel.initializing.ms,1761445161213000000,1761445221236000000,1
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1761445161213000000,1761445221236000000,138
workspaceModel.init.bridges.ms,1761445161213000000,1761445221236000000,19
workspaceModel.replace.project.model.ms,1761445161213000000,1761445221236000000,303
workspaceModel.loading.total.ms,1761445161213000000,1761445221236000000,68
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1761445161213000000,1761445221236000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1761445161213000000,1761445221236000000,1
workspaceModel.cachedValue.total.get.ms,1761445161213000000,1761445221236000000,55
workspaceModel.pre.handlers.ms,1761445161213000000,1761445221236000000,3
workspaceModel.full.replace.project.model.ms,1761445161213000000,1761445221236000000,216
workspaceModel.workspaceFileIndexData.getPackageName.ms,1761445161213000000,1761445221236000000,1
workspaceModel.workspaceFileIndexData.init.ms,1761445161213000000,1761445221236000000,9
workspaceModel.cachedValue.from.cache.ms,1761445161213000000,1761445221236000000,2
workspaceModel.updates.precise.ms,1761445161213000000,1761445221236000000,2
workspaceModel.cachedValueWithParameters.calculated.ms,1761445161213000000,1761445221236000000,0
workspaceModel.cachedValue.clear.ms,1761445161213000000,1761445221236000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1761445161213000000,1761445221236000000,19
workspaceModel.loading.from.cache.ms,1761445161213000000,1761445221236000000,13
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1761445161213000000,1761445221236000000,28
workspaceModel.cachedValueWithParameters.total.get.ms,1761445161213000000,1761445221236000000,0
workspaceModel.check.recursive.update.ms,1761445161213000000,1761445221236000000,1
workspaceModel.update.unloaded.entities.ms,1761445161213000000,1761445221236000000,0
workspaceModel.cachedValue.calculated.ms,1761445161213000000,1761445221236000000,53
workspaceModel.updates.count,1761445161213000000,1761445221236000000,2
workspaceModel.workspaceFileIndexData.markDirty.ms,1761445161213000000,1761445221236000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1761445161213000000,1761445221236000000,266
