# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.save.global.entities.ms,1761573223643000000,1761573242716000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1761573223643000000,1761573242716000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1761573223643000000,1761573242716000000,0
jps.app.storage.content.reader.load.component.ms,1761573223643000000,1761573242716000000,3
workspaceModel.global.apply.state.to.project.ms,1761573223643000000,1761573242716000000,0
jps.global.get.library.by.name.ms,1761573223643000000,1761573242716000000,0
jps.global.initialize.library.bridges.after.loading.ms,1761573223643000000,1761573242716000000,3
workspaceModel.mutableEntityStorage.instances.count,1761573223643000000,1761573242716000000,3
workspaceModel.global.apply.state.to.project.builder.ms,1761573223643000000,1761573242716000000,0
workspaceModel.global.updates.count,1761573223643000000,1761573242716000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1761573223643000000,1761573242716000000,0
jps.global.get.libraries.ms,1761573223643000000,1761573242716000000,0
jps.global.handle.before.change.events.ms,1761573223643000000,1761573242716000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1761573223643000000,1761573242716000000,1
workspaceModel.cachedValue.total.get.ms,1761573223643000000,1761573242716000000,0
workspaceModel.init.bridges.ms,1761573223643000000,1761573242716000000,0
workspaceModel.initializing.ms,1761573223643000000,1761573242716000000,0
workspaceModel.check.recursive.update.ms,1761573223643000000,1761573242716000000,0
workspaceModel.to.snapshot.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValue.calculated.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1761573223643000000,1761573242716000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1761573223643000000,1761573242716000000,3
workspaceModel.loading.from.cache.ms,1761573223643000000,1761573242716000000,76
workspaceModel.replace.project.model.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValue.clear.ms,1761573223643000000,1761573242716000000,0
workspaceModel.updates.count,1761573223643000000,1761573242716000000,0
workspaceModel.collect.changes.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValue.from.cache.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1761573223643000000,1761573242716000000,0
workspaceModel.full.replace.project.model.ms,1761573223643000000,1761573242716000000,0
workspaceModel.update.unloaded.entities.ms,1761573223643000000,1761573242716000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1761573223643000000,1761573242716000000,0
workspaceModel.loading.total.ms,1761573223643000000,1761573242716000000,97
workspaceModel.updates.ms,1761573223643000000,1761573242716000000,0
workspaceModel.pre.handlers.ms,1761573223643000000,1761573242716000000,0
workspaceModel.updates.precise.ms,1761573223643000000,1761573242716000000,0
writeAction.wait.ms,1761573223643000000,1761573242716000000,0
writeAction.count,1761573223643000000,1761573242716000000,1
writeAction.median.wait.ms,1761573223643000000,1761573242716000000,0
writeAction.max.wait.ms,1761573223643000000,1761573242716000000,0
